word,length,arousal,valence,dominance,concreteness,imageability,familiarity,aoa,semsize,gender,polysemy,log_freq,number_of_meanings,avg_variance_between_meanings,PoS,sentiment
introduce,9,5.563,6.543,6.242,3.629,3.576,5.727,4.235,4.206,3.697,0,7.117424763456847,0,0.0,VERB,1.0
introduction,12,4.091,5.455,5.333,4.059,3.258,6.226,4.0,3.563,3.97,0,7.785359558247085,0,0.0,NOUN,1.0
intruder,8,4.735,2.0,3.314,5.382,5.229,4.941,4.714,4.943,5.294,0,6.102654570242146,0,0.0,NOUN,1.0
invader,7,5.647,2.697,3.794,4.971,4.5,4.97,4.5,5.5,5.667,0,5.892303347939346,0,0.0,NOUN,1.0
inventor,8,5.807,7.156,6.813,5.063,4.594,4.714,4.063,4.719,5.063,0,6.577510297171236,0,0.0,NOUN,1.0
invest,6,4.824,6.371,6.286,4.0,3.429,5.455,5.735,4.571,4.6,0,6.999126450718879,0,0.0,VERB,1.0
investigation,13,5.219,4.235,4.727,3.727,4.147,5.576,5.118,5.121,4.606,0,7.387387174286459,0,0.0,NOUN,1.0
investment,10,4.471,6.324,5.969,3.657,3.294,4.706,5.714,5.657,5.235,0,7.838163302105208,0,0.0,NOUN,1.0
invoice,7,3.294,4.424,4.471,4.686,4.177,4.697,5.943,3.303,4.273,0,6.886804995520054,0,0.0,NOUN,1.0
iron,4,3.265,4.971,5.743,6.088,5.853,5.909,3.143,3.618,4.273,1,7.51258262653602,2,0.43413644444444444,NOUN,1.0
ironing,7,2.219,4.343,4.424,5.849,6.147,5.424,3.457,3.121,2.636,0,6.303106596507776,0,0.0,NOUN,1.0
irony,5,4.242,4.647,5.303,2.5,2.303,5.394,5.636,4.182,4.147,0,6.344823013762212,0,0.0,NOUN,0.0
irresistible,12,7.485,7.546,6.129,2.968,4.061,5.788,5.355,5.129,2.333,0,6.101808571737773,0,0.0,ADJ,2.0
irritate,8,4.914,2.743,4.886,3.343,3.657,5.515,4.171,4.457,4.212,0,5.557301434728682,0,0.0,VERB,1.0
irritating,10,5.258,2.344,4.5,2.774,3.281,5.724,4.29,4.281,3.929,0,6.06922988214725,0,0.0,ADJ,0.0
irritation,10,5.194,2.581,3.774,3.065,3.438,5.269,4.938,3.742,4.517,0,6.276841932669068,0,0.0,NOUN,1.0
island,6,5.438,6.485,5.029,6.313,6.412,5.625,3.057,4.824,3.667,0,8.009947789375595,0,0.0,NOUN,1.0
islander,8,4.412,5.469,4.939,4.844,4.6,3.482,5.242,3.625,4.531,0,6.438643118728183,0,0.0,NOUN,1.0
isle,4,3.303,5.559,4.5,5.667,5.618,5.167,4.441,3.941,3.471,0,6.987405028837207,0,0.0,NOUN,1.0
issue,5,4.206,3.677,4.735,3.147,3.029,5.606,4.412,4.529,3.647,1,8.108656865274657,2,0.24118244444444448,NOUN,1.0
itchy,5,5.531,3.03,3.452,3.606,3.636,5.714,2.576,3.563,4.067,0,6.072605351403131,0,0.0,ADJ,1.0
item,4,3.212,5.143,5.147,5.594,4.647,6.059,3.529,2.879,3.829,0,8.472075865268488,0,0.0,NOUN,1.0
ivory,5,4.581,4.774,5.267,5.679,5.379,3.893,4.733,4.2,3.821,0,6.8541046403946275,0,0.0,PROPN,1.0
jackal,6,4.6,4.219,5.258,5.879,5.594,3.559,5.188,4.177,4.727,0,5.613520473035325,0,0.0,NOUN,1.0
jacket,6,4.412,5.343,5.629,6.743,6.829,6.412,2.4,3.229,4.629,0,7.236688482493928,0,0.0,NOUN,1.0
jacuzzi,7,6.286,6.714,6.114,6.588,6.629,4.412,4.765,4.618,3.171,0,6.586036887184246,0,0.0,NOUN,1.0
jaguar,6,6.5,5.909,5.516,6.546,6.515,5.0,3.909,4.813,5.182,0,6.82528912137087,0,0.0,PROPN,1.0
jail,4,5.829,1.941,2.886,6.457,6.171,5.771,3.429,5.143,5.4,0,6.875984171200948,0,0.0,NOUN,1.0
jailer,6,3.879,2.909,3.781,5.515,4.647,3.886,5.057,4.438,5.636,0,5.204035829947499,0,0.0,NOUN,1.0
jam,3,3.576,5.531,5.387,6.1,6.355,6.094,2.576,2.452,3.364,1,7.095807800608105,2,1.5094943333333335,NOUN,1.0
jargon,6,3.742,3.774,4.032,3.313,2.719,4.5,6.485,3.97,4.9,0,6.25638143435076,0,0.0,NOUN,1.0
jazz,4,5.813,6.5,5.303,4.667,4.667,5.5,4.242,4.182,4.452,0,7.475973810810355,0,0.0,NOUN,1.0
jealous,7,5.529,2.294,4.206,2.471,4.03,6.0,3.647,4.667,3.147,0,6.348207671480147,0,0.0,ADJ,1.0
jealousy,8,5.529,2.2,3.576,2.677,4.029,5.706,4.143,5.121,3.177,0,6.0882413701923515,0,0.0,NOUN,0.0
jeans,5,4.818,5.406,5.531,6.871,6.571,6.571,3.531,3.188,4.0,0,7.075424867337586,0,0.0,NOUN,1.0
jeep,4,4.308,5.413,5.71,6.569,6.45,4.877,3.953,4.667,5.484,0,6.931836823033636,0,0.0,NOUN,1.0
jelly,5,5.088,6.273,4.743,5.912,6.629,5.313,2.029,2.543,3.371,0,6.568030437415394,0,0.0,PROPN,1.0
jellyfish,9,5.212,4.353,4.529,6.677,6.813,5.625,3.265,2.824,3.588,0,5.77655809016157,0,0.0,NOUN,1.0
jeopardy,8,6.063,2.686,3.059,3.394,3.114,4.229,5.788,5.364,4.324,0,6.175672107442157,0,0.0,NOUN,1.0
jet,3,5.636,5.563,5.333,6.294,6.324,5.471,3.177,5.382,5.061,0,7.222033285560054,0,0.0,NOUN,1.0
jewel,5,6.5,7.143,5.941,6.286,6.571,5.121,3.229,2.686,2.114,0,6.748488129355887,0,0.0,NOUN,1.0
jewellery,9,5.5,6.364,5.647,6.429,6.606,6.182,3.143,3.059,1.758,0,7.2495344324204165,0,0.0,NOUN,1.0
jewels,6,5.743,6.914,5.514,6.088,6.382,5.788,3.147,3.088,1.971,0,6.421254376585073,0,0.0,NOUN,1.0
jigsaw,6,3.323,5.548,5.563,6.219,6.438,5.71,2.576,2.323,3.909,0,6.510156652414796,0,0.0,NOUN,1.0
job,3,4.941,6.177,4.886,4.735,5.206,6.4,3.2,4.677,4.781,0,8.24970436178278,0,0.0,NOUN,1.0
jockey,6,3.909,5.429,5.5,5.879,6.0,4.344,4.667,3.281,5.636,0,6.405556027850968,0,0.0,NOUN,1.0
jog,3,4.438,6.121,6.242,5.471,6.061,5.849,3.656,3.273,3.636,0,6.0007844954528995,0,0.0,VERB,1.0
jogging,7,4.813,6.242,5.323,5.594,6.273,6.484,3.833,3.906,3.697,0,6.148479566698482,0,0.0,NOUN,1.0
joiner,6,3.121,5.364,5.029,6.03,5.807,5.114,4.824,3.8,5.941,0,6.037691376626179,0,0.0,NOUN,1.0
joint,5,5.0,5.355,5.0,5.469,5.452,5.179,4.813,3.375,4.32,1,7.589134473288809,2,0.2549253333333333,ADJ,1.0
joke,4,6.765,7.706,6.353,3.5,3.824,6.353,2.706,4.324,4.636,0,6.956359017024935,0,0.0,NOUN,0.0
jolly,5,5.886,7.765,6.156,3.371,4.686,4.824,3.457,4.941,4.0,0,6.40176092456997,0,0.0,ADJ,1.0
journal,7,4.182,5.618,5.853,6.147,5.941,5.344,4.879,3.394,3.485,0,8.058927606767691,0,0.0,NOUN,1.0
joy,3,6.941,8.061,6.588,3.235,4.941,6.094,3.0,5.118,2.647,0,7.212663096296712,0,0.0,NOUN,2.0
joyful,6,6.333,7.971,6.273,2.886,4.6,5.588,3.8,4.971,3.177,0,6.079253622430078,0,0.0,ADJ,2.0
jubilant,8,7.156,7.645,6.394,2.467,4.032,3.576,5.788,5.581,3.324,0,5.243030603574218,0,0.0,ADJ,1.0
judge,5,4.6,3.514,4.8,5.086,5.441,5.219,3.857,4.853,4.571,1,7.490040439503488,2,1.3968044999999998,NOUN,1.0
jug,3,3.794,4.97,5.688,6.441,6.429,5.807,2.771,2.771,3.912,0,6.203175451525149,0,0.0,NOUN,1.0
juggle,6,4.939,5.625,5.818,4.936,5.667,4.968,3.471,3.382,4.697,0,5.578396212104381,0,0.0,VERB,1.0
juggler,7,3.879,5.697,5.353,6.265,6.429,4.313,2.6,3.412,4.912,0,5.3845523231300145,0,0.0,NOUN,1.0
jumble,6,3.889,3.75,4.306,3.824,4.588,4.969,3.972,4.222,4.417,0,5.850692173636496,0,0.0,ADJ,1.0
jumper,6,4.097,5.533,4.909,6.25,6.125,6.323,2.656,3.406,4.581,1,6.676391326921118,2,0.48561438888888897,NOUN,1.0
jungle,6,5.788,5.563,5.29,6.485,6.355,5.323,2.735,6.313,4.879,0,6.854392892012729,0,0.0,NOUN,1.0
junk,4,3.242,2.735,4.743,5.088,5.571,5.424,3.4,3.471,4.912,0,6.81119141078321,0,0.0,NOUN,0.0
jury,4,4.606,4.618,3.794,5.588,5.697,4.909,5.5,4.324,4.647,0,7.023950638844754,0,0.0,NOUN,1.0
justice,7,6.143,7.514,6.206,2.971,3.571,5.697,5.143,5.714,3.818,0,7.654612476007411,0,0.0,NOUN,1.0
justify,7,4.147,5.375,5.529,2.588,2.382,5.636,5.353,4.765,3.647,0,6.736278549410168,0,0.0,VERB,1.0
kangaroo,8,5.844,6.438,5.065,6.833,6.793,4.577,2.936,4.438,3.833,0,6.256305138611316,0,0.0,NOUN,1.0
keen,4,5.909,6.903,6.156,2.667,3.147,5.333,4.618,4.161,3.75,0,6.757377730335835,0,0.0,ADJ,2.0
keg,3,4.242,4.971,5.129,5.771,5.706,3.788,6.121,3.571,5.5,0,5.803299347961951,0,0.0,NOUN,1.0
ketchup,7,4.088,5.394,5.424,6.429,6.118,6.375,2.618,3.324,4.147,0,5.83943153577851,0,0.0,NOUN,1.0
key,3,4.206,6.0,6.114,6.382,6.4,6.4,2.486,2.147,4.286,1,8.136285531803097,4,1.1808301481481482,NOUN,1.0
keyboard,8,3.844,5.281,5.419,6.75,6.75,6.485,3.677,3.516,4.313,0,7.31985637572569,0,0.0,NOUN,1.0
keys,4,3.2,5.6,5.441,6.6,6.765,6.559,2.571,2.257,4.057,0,7.375041881167879,0,0.0,NOUN,1.0
kick,4,5.71,3.182,5.714,5.581,5.829,6.29,2.143,4.091,5.455,0,7.111989616825216,0,0.0,VERB,1.0
kidnap,6,5.364,1.515,3.618,4.697,5.364,5.364,4.0,5.212,5.265,0,5.735729806979751,0,0.0,VERB,1.0
kidnapped,9,5.706,1.688,2.364,4.324,4.061,4.844,4.059,5.235,4.059,0,6.200827251227751,0,0.0,VERB,1.0
kidney,6,3.371,5.543,4.886,6.371,5.829,5.394,4.824,3.0,4.0,0,6.875908815622361,0,0.0,NOUN,1.0
kids,4,5.394,6.909,5.5,6.412,6.469,6.303,2.441,4.118,2.588,1,7.984990074132504,2,0.9538664999999997,NOUN,1.0
kill,4,5.086,1.486,4.371,4.229,5.457,5.344,2.943,5.857,5.886,0,7.395343013035127,0,0.0,VERB,0.0
killed,6,5.029,1.743,3.714,5.0,5.143,5.412,3.114,5.818,4.914,0,7.366246140033178,0,0.0,VERB,1.0
killer,6,6.303,1.303,4.875,5.394,5.333,5.531,3.606,5.939,5.667,0,7.03123422671793,0,0.0,NOUN,0.0
kilt,4,4.853,5.686,5.943,6.743,6.514,5.114,3.771,3.314,6.171,0,5.9006401839826,0,0.0,NOUN,1.0
kin,3,4.618,6.469,5.313,4.706,4.177,4.281,5.514,4.182,3.943,0,6.367543205082173,0,0.0,PROPN,1.0
kind,4,5.531,7.758,6.467,2.879,3.485,6.448,2.594,4.581,2.6,1,7.84769796956615,2,0.6974246666666667,NOUN,2.0
king,4,5.706,6.143,5.912,6.235,6.765,6.214,2.389,5.8,6.806,0,7.901955127215817,0,0.0,NOUN,1.0
kingdom,7,5.818,5.818,5.219,4.219,4.813,4.926,3.455,6.394,5.355,0,7.913354772412792,0,0.0,NOUN,1.0
kinky,5,7.531,6.219,5.727,3.303,4.438,5.364,6.424,4.061,3.061,0,6.512439035903198,0,0.0,ADJ,1.0
kipper,6,2.75,5.133,5.258,6.0,5.581,3.971,4.4,2.161,4.267,0,5.200251152152714,0,0.0,NOUN,1.0
kiss,4,8.0,7.914,6.242,5.686,6.515,6.375,2.057,4.559,2.206,0,7.169982297881208,0,0.0,VERB,1.0
kissing,7,7.727,7.606,6.0,5.576,6.273,6.438,2.912,4.303,2.677,0,6.899794411156227,0,0.0,VERB,1.0
kite,4,5.057,6.118,5.235,6.382,6.6,5.469,2.4,2.971,3.677,1,6.4484074657737045,2,1.2325373888888889,NOUN,1.0
kitten,6,5.147,6.912,5.324,6.765,6.677,6.031,1.941,2.206,2.147,0,6.484092752546538,0,0.0,NOUN,1.0
kiwi,4,4.686,6.029,5.441,6.529,6.765,4.667,3.471,1.886,3.455,1,6.329900231177795,3,0.7119449259259258,PROPN,1.0
kneel,5,4.455,5.147,4.286,5.657,5.743,5.71,2.943,3.143,3.771,0,5.62076256994364,0,0.0,VERB,1.0
knife,5,5.813,3.364,5.968,6.586,6.667,6.467,2.606,3.031,5.161,0,7.052990614878224,0,0.0,NOUN,1.0
knifed,6,5.333,1.588,3.281,5.515,5.355,5.324,5.559,5.156,5.853,0,4.618288723365895,0,0.0,VERB,1.0
knight,6,5.424,5.909,5.455,5.241,5.903,4.484,3.25,4.188,6.344,0,7.0991250932578485,0,0.0,NOUN,1.0
knit,4,2.559,5.576,5.212,5.353,5.727,4.724,3.441,2.75,2.281,0,6.70868173843466,0,0.0,VERB,1.0
knock,5,4.875,4.833,5.387,5.807,5.625,6.355,2.849,3.903,4.546,0,6.7156702289716605,0,0.0,VERB,1.0
knot,4,3.343,4.6,4.486,6.235,6.265,5.324,3.171,2.686,4.912,0,6.474295246024488,0,0.0,NOUN,1.0
knots,5,3.424,4.177,4.294,6.152,5.971,5.032,3.286,2.714,4.469,1,6.4465902856822686,2,1.7830171111111115,NOUN,1.0
know,4,5.129,6.594,7.097,2.161,2.469,6.625,2.233,4.781,4.115,0,8.485864483079677,0,0.0,VERB,1.0
knowledge,9,7.129,8.156,7.226,2.387,2.781,6.231,4.219,5.875,4.379,0,7.95303125870206,0,0.0,NOUN,1.0
knuckle,7,4.059,4.571,5.771,6.438,6.03,5.438,3.706,2.758,5.625,0,5.796581964516067,0,0.0,NOUN,1.0
knuckles,8,3.879,4.394,5.647,6.5,6.758,5.375,3.441,2.706,5.382,0,5.803511740449681,0,0.0,NOUN,1.0
koala,5,5.844,6.936,5.29,6.8,6.75,4.69,3.469,3.133,3.71,0,5.964833123671877,0,0.0,PROPN,1.0
label,5,3.714,4.6,4.029,5.314,5.636,5.774,3.8,3.125,3.636,0,7.61657902853322,0,0.0,NOUN,1.0
lace,4,4.879,5.829,4.543,6.353,6.143,5.588,3.8,2.2,2.029,0,6.871355792402126,0,0.0,NOUN,1.0
laced,5,5.457,5.118,5.2,4.235,5.029,4.455,4.765,2.912,3.086,0,5.897823304086255,0,0.0,VERB,1.0
laces,5,4.029,5.171,4.857,6.429,6.429,5.588,2.457,2.457,3.429,0,5.785510634745899,0,0.0,NOUN,1.0
lacking,7,2.875,2.625,3.061,2.606,2.485,5.063,4.697,2.906,4.152,0,6.66522665731673,0,0.0,ADJ,0.0
lad,3,4.543,5.029,5.382,5.057,5.371,5.758,4.657,3.686,6.714,0,6.324796512038494,0,0.0,NOUN,1.0
ladder,6,3.412,5.515,5.394,6.588,6.543,5.941,2.912,4.212,5.265,0,6.741050619557582,0,0.0,NOUN,1.0
ladies,6,5.735,6.406,4.939,6.323,6.382,6.567,2.824,4.343,1.471,0,7.459119716452419,0,0.0,NOUN,1.0
lady,4,5.382,6.571,5.727,6.353,6.618,6.273,2.0,3.697,1.0,0,7.46758290541461,0,0.0,NOUN,1.0
ladybird,8,4.2,6.714,5.235,6.667,6.8,5.824,2.444,1.571,1.639,0,5.590634553990733,0,0.0,NOUN,1.0
lager,5,5.0,5.813,5.364,5.844,6.0,5.733,5.03,3.333,5.939,0,6.0212496824856245,0,0.0,NOUN,1.0
lagoon,6,5.697,6.061,5.323,6.147,6.177,4.273,5.212,5.5,3.412,0,6.429691571400669,0,0.0,NOUN,1.0
lake,4,4.303,6.333,5.324,6.548,6.71,5.714,3.091,5.353,3.433,0,7.930651006993454,0,0.0,NOUN,1.0
lamb,4,4.485,6.2,4.813,6.531,6.844,5.594,2.057,2.818,2.971,0,6.81454430665442,0,0.0,NOUN,1.0
lamp,4,3.294,5.424,5.156,6.531,6.774,6.438,2.485,2.636,3.636,0,7.165638010874173,0,0.0,NOUN,1.0
lance,5,4.433,4.2,5.321,4.8,4.556,2.971,5.31,4.1,5.407,0,6.741122750020611,0,0.0,PROPN,1.0
land,4,3.922,5.939,5.766,6.175,5.918,6.038,2.815,5.851,4.81,0,8.013397368836689,0,0.0,NOUN,1.0
landing,7,4.029,5.471,5.171,4.8,4.943,5.697,3.4,4.429,4.324,1,6.948539372069537,2,0.28077411111111106,NOUN,1.0
landscape,9,5.03,6.364,5.697,5.714,6.177,5.656,4.147,5.765,3.677,0,7.284914437635792,0,0.0,NOUN,1.0
lane,4,3.743,5.2,4.546,5.647,5.794,5.647,3.2,3.441,3.853,0,7.395866626846672,0,0.0,NOUN,1.0
language,8,4.938,6.71,5.844,3.394,2.484,6.355,3.303,5.719,3.219,0,8.141506187254839,0,0.0,NOUN,1.0
lantern,7,4.875,6.057,5.6,6.546,6.571,5.094,4.294,3.314,3.629,0,6.417635913486578,0,0.0,NOUN,1.0
lapel,5,2.929,5.214,4.793,5.414,4.692,3.121,5.9,2.6,4.393,0,6.049106332585494,0,0.0,NOUN,1.0
large,5,5.75,6.031,5.969,2.969,4.25,6.565,2.594,5.969,5.167,0,8.219751514124784,0,0.0,ADJ,1.0
lark,4,3.828,5.032,5.035,5.448,4.807,3.25,5.179,2.966,3.903,1,5.987956591127648,2,1.3845853888888888,PROPN,1.0
last,4,3.29,3.938,4.294,3.727,3.546,5.969,2.429,4.0,3.939,0,8.620762170594121,0,0.0,ADJ,1.0
latent,6,2.867,4.414,4.2,3.097,2.8,3.452,6.636,3.655,4.406,0,6.268406887938038,0,0.0,ADJ,1.0
laugh,5,7.471,8.412,7.0,4.206,5.618,6.647,2.353,5.265,3.235,0,6.992220755268668,0,0.0,VERB,2.0
laughter,8,7.375,8.219,6.581,4.364,5.188,6.286,2.968,5.194,3.7,0,6.577910841145835,0,0.0,NOUN,2.0
launch,6,5.516,6.061,6.188,3.313,3.909,4.9,4.188,5.094,4.643,0,7.3750214808083605,0,0.0,VERB,1.0
lavish,6,6.688,6.813,6.188,3.063,4.281,4.133,5.516,5.387,2.84,0,5.94731361256184,0,0.0,ADJ,2.0
law,3,3.6,5.406,3.548,3.613,3.133,5.929,3.733,5.563,4.897,0,8.334699956480344,0,0.0,NOUN,1.0
lawn,4,2.968,5.387,5.032,6.3,6.226,4.48,3.375,4.219,3.893,0,7.023318401523938,0,0.0,NOUN,1.0
lawsuit,7,4.543,3.118,3.629,5.114,3.629,4.471,6.029,5.636,5.2,0,6.804903785747366,0,0.0,NOUN,1.0
lawyer,6,4.333,5.212,5.412,6.382,6.0,5.788,4.735,4.364,4.529,0,7.480771734758472,0,0.0,NOUN,1.0
lazy,4,2.939,3.029,5.118,3.735,4.788,6.258,2.8,3.273,4.647,0,6.7644654659783345,0,0.0,ADJ,0.0
lead,4,4.25,5.686,6.057,4.294,4.286,5.206,3.343,4.529,4.8,1,7.834582430773261,3,0.8560941851851852,VERB,1.0
leader,6,6.057,6.824,7.771,4.706,5.029,6.114,3.6,5.657,5.2,0,7.597606881371072,0,0.0,NOUN,1.0
leaf,4,3.543,5.735,5.412,6.324,6.314,6.212,2.114,2.121,3.353,0,7.119233018913149,0,0.0,NOUN,1.0
leaflet,7,3.441,5.063,4.765,6.031,6.281,5.719,4.353,3.0,3.788,0,6.236006412720412,0,0.0,NOUN,1.0
league,6,3.844,5.429,5.242,4.0,3.677,4.807,4.4,4.706,5.257,0,7.613937018091122,0,0.0,NOUN,1.0
lean,4,4.257,5.571,5.0,4.091,4.147,5.375,4.389,2.971,4.25,1,6.808302955264283,2,0.3690915555555555,NOUN,1.0
learn,5,6.0,7.514,6.516,3.314,3.606,6.0,2.714,5.294,3.471,0,8.2538909085262,0,0.0,VERB,1.0
learning,8,5.645,7.727,6.839,3.531,4.091,6.29,2.758,5.188,3.471,0,8.070676253605548,0,0.0,NOUN,1.0
least,5,2.8,3.514,3.829,3.294,2.4,5.853,3.412,2.303,4.03,0,8.046221148517464,0,0.0,ADJ,0.0
leather,7,4.677,5.206,5.677,6.412,5.912,5.813,4.088,3.441,4.471,0,7.630570782197671,0,0.0,NOUN,1.0
leaves,6,3.943,5.441,5.514,6.429,6.457,6.303,2.029,2.0,3.343,0,7.354347869247241,0,0.0,NOUN,1.0
lecture,7,2.97,4.235,4.294,5.206,5.618,6.576,5.647,4.824,4.03,0,7.208606792197443,0,0.0,NOUN,1.0
lecturer,8,3.657,5.677,4.257,6.314,6.265,6.206,6.177,4.086,5.029,0,6.645334320724738,0,0.0,NOUN,1.0
ledge,5,3.531,4.485,4.629,5.2,5.294,5.452,4.029,3.143,4.273,0,6.063557767774324,0,0.0,NOUN,1.0
leg,3,4.5,5.371,5.686,6.543,6.657,6.594,1.677,3.559,4.088,1,7.239468358055037,2,0.4558798333333335,NOUN,1.0
legal,5,3.849,5.029,3.364,4.242,3.182,6.032,4.735,5.0,4.727,0,8.152437480577595,0,0.0,ADJ,1.0
legend,6,5.794,7.618,6.412,3.546,3.485,5.531,4.273,5.75,5.0,1,7.246746259894013,2,1.3107188333333335,NOUN,1.0
leggings,8,3.849,4.97,5.029,6.212,6.314,5.394,4.457,2.677,1.939,0,5.590013233644452,0,0.0,NOUN,1.0
legion,6,5.25,5.0,4.6,4.0,3.969,3.219,5.774,5.969,5.581,0,6.465400996249777,0,0.0,NOUN,1.0
legislation,11,3.121,4.576,3.688,4.156,3.394,5.032,6.324,5.031,5.0,0,7.476139378387757,0,0.0,NOUN,1.0
legislator,10,3.313,4.094,4.719,5.094,4.364,3.394,6.529,4.194,5.324,0,6.048000292501918,0,0.0,NOUN,1.0
legs,4,5.5,5.656,6.2,6.867,6.741,6.593,1.839,3.182,3.0,0,7.350723116947346,0,0.0,NOUN,1.0
leisure,7,5.765,7.235,6.029,3.457,4.177,5.5,4.941,4.706,3.371,0,7.364237683817994,0,0.0,NOUN,1.0
lemon,5,4.966,5.5,5.267,6.742,6.655,6.333,2.813,2.0,3.482,0,6.957460262831389,0,0.0,NOUN,1.0
lemonade,8,4.688,6.419,5.724,6.29,6.241,5.407,2.719,2.677,3.345,0,6.032251993799673,0,0.0,NOUN,1.0
lend,4,3.906,5.0,4.667,2.788,2.774,5.645,4.0,3.75,3.964,0,6.466327751863205,0,0.0,VERB,1.0
length,6,4.032,5.258,5.393,3.0,3.219,6.269,3.161,4.387,4.379,0,7.841794785748015,0,0.0,NOUN,1.0
leopard,7,5.75,5.636,5.0,6.727,6.824,5.281,3.091,4.235,4.059,0,6.333195895392841,0,0.0,NOUN,1.0
leprosy,7,3.645,2.353,3.156,6.032,5.031,3.0,6.125,4.469,4.3,0,5.761987192952743,0,0.0,NOUN,1.0
lesbian,7,6.059,5.486,5.735,5.177,5.0,6.177,5.686,4.294,1.6,0,7.8434493790740065,0,0.0,NOUN,1.0
lesson,6,5.114,5.771,4.824,4.829,5.412,6.265,3.029,4.412,3.771,0,7.259626628901616,0,0.0,NOUN,1.0
letter,6,4.686,5.8,5.2,6.286,6.412,5.97,2.618,2.794,3.235,1,7.828272170456241,2,0.352499,NOUN,1.0
letters,7,4.061,5.529,6.182,5.429,5.824,6.219,2.429,3.5,3.618,1,7.608940512082772,2,0.10031522222222222,NOUN,1.0
lettuce,7,2.556,5.486,5.353,6.743,6.794,6.375,3.056,2.194,3.111,0,6.248530621197446,0,0.0,NOUN,1.0
liar,4,5.424,2.063,4.625,3.333,3.75,6.172,2.546,4.636,4.364,0,6.260027001775392,0,0.0,NOUN,1.0
liberty,7,5.853,7.273,6.879,2.647,2.939,5.156,5.735,5.697,3.853,0,7.229077683854151,0,0.0,NOUN,1.0
librarian,9,3.688,5.8,4.531,6.182,6.226,5.576,3.629,3.618,2.529,0,6.720173035166769,0,0.0,NOUN,1.0
library,7,3.625,5.844,5.531,6.656,6.667,6.625,3.424,4.909,3.781,0,8.209719768286325,0,0.0,NOUN,1.0
lice,4,3.742,2.3,3.645,6.4,5.807,4.037,3.563,1.677,4.379,0,6.00226716929844,0,0.0,NOUN,1.0
lid,3,2.677,5.177,5.171,6.455,6.206,6.121,2.343,2.143,3.971,0,6.761658612630324,0,0.0,NOUN,1.0
lie,3,5.606,2.333,5.364,2.941,2.909,6.379,2.618,4.546,4.147,1,7.13141147507058,2,1.412514611111111,VERB,0.0
lies,4,5.226,2.194,3.5,2.516,2.742,6.0,2.645,4.903,4.103,1,7.208986945406297,2,1.1779812777777776,NOUN,1.0
life,4,6.735,7.303,6.235,2.719,3.061,6.741,2.667,6.412,3.581,0,8.486514361144012,0,0.0,NOUN,2.0
lift,4,4.514,5.571,5.294,5.059,4.886,5.807,2.829,4.303,4.6,1,7.184452105528904,2,0.48156322222222214,VERB,1.0
light,5,5.656,7.188,5.933,4.968,5.688,6.52,2.069,4.688,2.862,1,8.1027753534738,2,1.6692911111111108,NOUN,1.0
lightbulb,9,3.281,5.625,5.355,6.781,6.719,6.563,3.032,2.645,3.969,0,5.388619770689549,0,0.0,NOUN,1.0
lighthouse,10,3.853,6.6,5.2,6.486,6.794,4.912,3.171,5.471,4.171,0,6.582791843354885,0,0.0,NOUN,1.0
lighting,8,5.219,6.088,5.765,5.516,5.343,5.968,3.2,4.686,3.719,0,7.535355777885149,0,0.0,NOUN,1.0
lightning,9,7.032,4.875,3.939,6.03,6.765,5.939,2.824,5.455,4.735,0,6.881710512165317,0,0.0,NOUN,1.0
lights,6,5.5,6.697,5.735,5.941,6.606,6.333,2.088,3.971,3.353,0,7.403137772451929,0,0.0,NOUN,1.0
like,4,5.5,7.371,5.906,3.059,3.118,6.727,1.882,4.152,2.971,1,8.716491889733634,2,1.3116373888888893,INTJ,1.0
lilac,5,4.379,5.875,4.839,5.133,5.484,4.464,4.188,3.133,2.214,0,6.240220657605522,0,0.0,NOUN,1.0
limb,4,3.588,5.0,5.0,6.371,6.114,5.059,4.571,3.571,4.273,1,6.372740275483764,2,0.2357483333333333,NOUN,1.0
limber,6,4.645,5.5,5.516,4.133,3.938,3.438,5.484,3.548,4.313,0,5.104230965930801,0,0.0,NOUN,1.0
lime,4,4.767,5.226,5.3,6.452,6.539,5.704,3.594,2.0,3.966,0,6.713030552245467,0,0.0,NOUN,1.0
limit,5,3.543,4.147,3.4,2.824,2.529,5.735,4.143,3.714,4.088,0,7.583088678269996,0,0.0,VERB,1.0
limited,7,4.161,3.273,3.03,2.455,2.469,5.387,4.546,2.906,3.931,0,8.025940327835722,0,0.0,VERB,0.0
limousine,9,5.143,6.353,6.03,6.543,6.257,4.471,4.829,4.882,3.471,0,6.602881983837144,0,0.0,NOUN,1.0
limp,4,3.343,3.706,4.0,4.719,4.844,5.161,4.265,3.177,4.088,0,6.371418667453208,0,0.0,NOUN,1.0
line,4,3.313,5.029,4.735,5.529,6.114,5.735,2.171,3.147,4.088,0,8.447172916530493,0,0.0,NOUN,1.0
linear,6,3.194,5.5,4.618,3.857,3.971,4.667,5.944,3.824,4.333,0,7.360684503621566,0,0.0,ADJ,1.0
link,4,3.879,5.485,5.531,3.485,4.25,5.3,3.546,2.906,4.0,0,8.380939256079882,0,0.0,NOUN,1.0
lion,4,6.727,5.641,5.492,6.8,6.887,5.836,2.046,5.048,5.794,0,7.061895180967186,0,0.0,NOUN,1.0
lioness,7,6.647,5.8,5.469,6.559,6.667,4.909,3.571,5.242,1.441,0,5.383626891533225,0,0.0,NOUN,1.0
